"score","path","extension","length","parcel_col","group_col","lat_col","lon_col","geom_col","can_direct_join","can_bbox_join","can_geometry_review"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033034\demo\london_6color_demo_points.geojson",".geojson","16281","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_125\READY_TO_SELL_AI_VERIFICATION_BATCH_125_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_125\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_125.csv",".csv","4203","","","","","","no","no","no"
"2","E:\AAYS_DATA\estate_agents\estate018_group_and_parcel_schema_FIXED.csv",".csv","319","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033034\templates\parcel_use6_evidence_template.json",".json","175","","","","","","no","no","no"
"2","E:\AAYS_DATA\estate_agents\estate020_parcel_schema_scan.csv",".csv","240","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_032548\demo\london_6color_demo_points.geojson",".geojson","16285","","","","","","no","no","no"
"2","E:\AAYS_DATA\estate_agents\real100_parcel_master_candidates_20260524.csv",".csv","63196","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_032548\templates\parcel_use6_evidence_template.json",".json","175","","","","","","no","no","no"
"2","E:\AAYS_DATA\land_sales\integration_audit\land_sales_review_import_dry_run_ls-review-ddd3d830b0c1.json",".json","3776","","","","","","no","no","no"
"2","E:\AAYS_DATA\land_sales\integration_audit\land_sales_review_import_dry_run_ls-review-ada7b94c7049.json",".json","3922","","","","","","no","no","no"
"2","E:\AAYS_DATA\land_sales\integration_audit\land_sales_review_import_dry_run_ls-review-90747d113107.json",".json","3776","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033121\demo\london_6color_demo_points.geojson",".geojson","16281","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_120\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_120.csv",".csv","10065","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_121\READY_TO_SELL_AI_VERIFICATION_BATCH_121_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_121\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_121.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_119\READY_TO_SELL_AI_VERIFICATION_BATCH_119_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_119\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_119.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_120\READY_TO_SELL_AI_VERIFICATION_BATCH_120_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_123\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_123.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_124\READY_TO_SELL_AI_VERIFICATION_BATCH_124_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_124\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_124.csv",".csv","9652","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_122\READY_TO_SELL_AI_VERIFICATION_BATCH_122_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_122\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_122.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_123\READY_TO_SELL_AI_VERIFICATION_BATCH_123_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_093\READY_TO_SELL_AI_VERIFICATION_BATCH_093_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_093\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_093.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_094\READY_TO_SELL_AI_VERIFICATION_BATCH_094_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_091\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_091.csv",".csv","10123","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_092\READY_TO_SELL_AI_VERIFICATION_BATCH_092_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_092\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_092.csv",".csv","10188","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_096\READY_TO_SELL_AI_VERIFICATION_BATCH_096_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_096\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_096.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_097\READY_TO_SELL_AI_VERIFICATION_BATCH_097_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_094\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_094.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_095\READY_TO_SELL_AI_VERIFICATION_BATCH_095_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_095\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_095.csv",".csv","10060","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_091\READY_TO_SELL_AI_VERIFICATION_BATCH_091_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_086\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_086.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_087\READY_TO_SELL_AI_VERIFICATION_BATCH_087_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_087\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_087.csv",".csv","10181","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_085\READY_TO_SELL_AI_VERIFICATION_BATCH_085_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_085\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_085.csv",".csv","10318","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_086\READY_TO_SELL_AI_VERIFICATION_BATCH_086_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_089\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_089.csv",".csv","10066","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_090\READY_TO_SELL_AI_VERIFICATION_BATCH_090_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_090\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_090.csv",".csv","10302","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_088\READY_TO_SELL_AI_VERIFICATION_BATCH_088_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_088\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_088.csv",".csv","10184","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_089\READY_TO_SELL_AI_VERIFICATION_BATCH_089_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_104\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_104.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_105\READY_TO_SELL_AI_VERIFICATION_BATCH_105_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_105\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_105.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_103\READY_TO_SELL_AI_VERIFICATION_BATCH_103_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_103\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_103.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_104\READY_TO_SELL_AI_VERIFICATION_BATCH_104_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_107\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_107.csv",".csv","10192","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_108\READY_TO_SELL_AI_VERIFICATION_BATCH_108_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_108\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_108.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_106\READY_TO_SELL_AI_VERIFICATION_BATCH_106_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_106\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_106.csv",".csv","10060","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_107\READY_TO_SELL_AI_VERIFICATION_BATCH_107_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\uk_planning_restrictions_handoff\source_registry.csv",".csv","6302","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_099\READY_TO_SELL_AI_VERIFICATION_BATCH_099_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_099\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_099.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_100\READY_TO_SELL_AI_VERIFICATION_BATCH_100_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_097\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_097.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_098\READY_TO_SELL_AI_VERIFICATION_BATCH_098_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_098\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_098.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_102\READY_TO_SELL_AI_VERIFICATION_BATCH_102_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_102\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_102.csv",".csv","10029","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_postgres.csv",".csv","698","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_100\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_100.csv",".csv","10043","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_101\READY_TO_SELL_AI_VERIFICATION_BATCH_101_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_101\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_101.csv",".csv","10025","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_039\READY_TO_SELL_AI_VERIFICATION_BATCH_039_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_safe_sales\source_registry_seed.json",".json","1714","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_1.csv",".csv","643","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_2.csv",".csv","643","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_qa_field_manifest.csv",".csv","844","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\security_accuracy_expansion\mega_batch_20260507\source_catalog\source_registry_extended.json",".json","829","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\security_accuracy_expansion\mega_batch_20260507\schemas\source_registry_extended_schema.json",".json","213","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_polygons_20260422.geojson",".geojson","1480091","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_polygons_20260423.geojson",".geojson","1480091","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_plan_polygons_20260422.geojson",".geojson","37753","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\scan_aays_mvp_etap3_configwizard_v2-postgis-1.csv",".csv","9811","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\config\runtime-storage-registry.json",".json","509","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\ty149-england-planned-structures-long-harvest.result.json",".json","617","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_CONSISTENCY.json",".json","1171","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_ultra_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\security_accuracy_expansion\mega_batch_20260507\source_catalog\source_registry_extended.json",".json","829","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\.venv\Lib\site-packages\geopandas\tests\data\null_geom.geojson",".geojson","506","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\POSTGIS_GEOSPATIAL_INVENTORY.csv",".csv","2053","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_STORAGE_REGISTRY.json",".json","697","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_024_parallel_stability_sales_audit_20260504_031303\parallel_jobs\06_source_registry_seed.json",".json","458","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_031_geometry_boundary_uplift_20260504_044115\geometry_boundary_scorecard.csv",".csv","394","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_037_endpoint_geometry_queue_20260504_065532\geometry_evidence_work_queue.csv",".csv","704","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\security_accuracy_expansion\mega_batch_20260507\schemas\source_registry_extended_schema.json",".json","213","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\bedfordshire_birim.geojson",".geojson","6254429","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_024_parallel_stability_sales_audit_20260504_025424\parallel_jobs\06_source_registry_seed.json",".json","458","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_plan_polygons_20260423.geojson",".geojson","37753","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_masterclass_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_mega_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_omni_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_global_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_hypergrid_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_hyper_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_quantum_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_singularity_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_titan_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_orbit_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_orchestrator_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_parallel_max_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\naptan_facilities.geojson",".geojson","1622","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\osm_facilities.geojson",".geojson","1648","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\os_land_use_features.geojson",".geojson","3423","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\historic_england_facilities_manifest.json",".json","537","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\os_land_use_features_manifest.json",".json","581","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\historic_england_facilities.geojson",".geojson","1142","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_autopilot_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_enterprise_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_fusion_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\facilities\drops\os_ngd_facilities.geojson",".geojson","2197","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\land_sales_integration_audit\land_sales_review_import_dry_run_ls-review-fb997c4e5dd0.json",".json","3670","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_apex_scope_low_codex_20260516\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\london-points.geojson",".geojson","6335895","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\london-lines.geojson",".geojson","5732114","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\scotland_city_aliases.json",".json","1623","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\north-lines.geojson",".geojson","20258704","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-points.geojson",".geojson","22548771","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\midlands-lines.geojson",".geojson","21107402","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_management_area.geojson",".geojson","5047848","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_london_latest.geojson",".geojson","321515","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-points_with_air_quality.geojson",".geojson","55075588","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\midlands-lines_with_air_quality.geojson",".geojson","53687879","","","","","","no","no","no"
